"EUR.Open" "EUR.High" "EUR.Low" "EUR.Close" "EUR.Volume" "EUR.Adjusted"
"2011-03-11" 29.5 29.5 28.01 29 132400 27.07
"2011-03-14" 29 29.5 28.3 29.01 112300 27.08
"2011-03-15" 29.1 29.3 28.33 29 36000 27.07
"2011-03-16" 28.8 29.49 28.8 29.06 126200 27.12
"2011-03-17" 29.25 29.3 28.75 28.75 318100 26.83
"2011-03-18" 28.99 29.3 28.78 29 66900 27.07
"2011-03-21" 29.49 29.55 29 29.2 97000 27.25
"2011-03-22" 29.51 29.51 29.15 29.25 387500 27.3
"2011-03-23" 29.48 29.49 29 29.34 216900 27.38
"2011-03-24" 29.1 29.49 29 29.49 23200 27.52
"2011-03-25" 29.49 29.49 29.05 29.05 62900 27.11
"2011-03-28" 29.1 29.47 29.07 29.24 23400 27.29
"2011-03-29" 29.2 29.99 29.18 29.9 29800 27.91
"2011-03-30" 29.9 30.9 29.9 30.9 155600 28.84
"2011-03-31" 30.92 31.25 30.8 31.19 409500 29.11
"2011-04-01" 31.2 31.27 30.6 31.22 63100 29.14
"2011-04-04" 31.2 31.28 30.95 31.2 265600 29.12
"2011-04-05" 31.2 31.75 31 31.7 235300 29.59
"2011-04-06" 31.82 32.25 31.45 32.24 529400 30.09
"2011-04-07" 32.24 33.95 31.9 33.95 60700 31.69
"2011-04-08" 33.8 33.89 32.33 32.59 48600 30.42
"2011-04-11" 32.5 32.5 31.2 32.5 203000 30.33
"2011-04-12" 32.49 32.5 31.85 31.85 88700 29.73
"2011-04-13" 31.85 32.8 31.8 32.49 280800 30.32
"2011-04-14" 32.5 32.5 31.82 32.39 31900 30.23
"2011-04-15" 32.09 32.5 32.02 32.5 19800 30.33
"2011-04-18" 32 32.5 31.61 32 88200 29.87
"2011-04-19" 32 32 31.6 31.8 15200 29.68
"2011-04-20" 31.61 32.29 31 32 44300 29.87
"2011-04-21" 31.59 32.05 31.59 32 947000 29.87
"2011-04-26" 31.9 32 31.8 31.97 317100 29.84
"2011-04-27" 31.9 32.44 31.9 31.9 2268700 29.77
"2011-04-28" 32.15 32.49 31.9 32.45 807800 30.29
"2011-04-29" 32.5 32.8 32.4 32.5 292700 30.33
"2011-05-02" 32.5 32.98 32.01 32.95 9100 30.75
"2011-05-04" 33 33.5 32.5 32.89 1045700 30.7
"2011-05-05" 33 33 32.49 32.9 10500 30.71
"2011-05-06" 32.89 32.95 32.55 32.8 169600 30.61
"2011-05-09" 32.8 33 32.01 32.4 125900 30.24
"2011-05-10" 31.9 32.4 31.9 32 58300 29.87
"2011-05-11" 32.49 32.49 31.32 31.89 38400 29.76
"2011-05-12" 32 32 31.02 31.2 59000 29.12
"2011-05-13" 31.25 32 31 31.9 78600 29.77
"2011-05-16" 31 31.49 30.1 30.8 245100 28.75
"2011-05-17" 30.51 30.8 29.02 29.7 476400 27.72
"2011-05-18" 30 30 29.31 29.5 305000 27.53
"2011-05-19" 29.65 29.65 28.7 29.5 82300 27.53
"2011-05-20" 29.52 29.7 29.12 29.3 27800 27.35
"2011-05-23" 29.7 29.7 27.11 28.88 60500 26.95
"2011-05-24" 29 29.2 28.9 29 59800 27.07
"2011-05-25" 29 29 28.28 28.65 530600 26.74
"2011-05-26" 29 29.4 28.7 28.99 197100 27.06
"2011-05-27" 29.2 29.2 28.8 28.9 119000 26.97
"2011-05-30" 28.95 29 28.8 28.94 56300 27.01
"2011-05-31" 29 29 28.55 29 76800 27.07
"2011-06-01" 29.32 29.9 28.5 28.7 104600 26.79
"2011-06-02" 28.7 29.4 28.51 28.71 23200 26.8
"2011-06-03" 29.1 29.2 28.45 28.56 397100 26.66
"2011-06-06" 28.55 28.92 28.55 28.66 349200 26.75
"2011-06-07" 29.18 29.97 28.7 29.04 40800 27.1
"2011-06-08" 29.8 29.8 29.1 29.45 19800 27.49
"2011-06-09" 29.6 29.6 29.31 29.41 224500 27.45
"2011-06-10" 28.76 29.4 28.76 29 4900 27.07
"2011-06-13" 29 29.02 28.8 28.8 20400 26.88
"2011-06-14" 28.8 29.45 28.8 29.1 557800 27.16
"2011-06-15" 29.4 29.4 29.1 29.13 143800 27.19
"2011-06-16" 29 29.45 28.26 29 135400 27.07
"2011-06-17" 29.03 30 29 30 101200 28
"2011-06-20" 30 30.9 29.5 30.5 291000 28.47
"2011-06-21" 30.59 30.8 30 30.5 284100 28.47
"2011-06-22" 30.07 30.5 29.85 29.85 38800 27.86
"2011-06-24" 30.01 30.32 29.42 30.3 125500 28.28
"2011-06-27" 30.3 30.3 28.95 29.36 165300 27.4
"2011-06-28" 29.4 29.49 29 29.25 137800 27.3
"2011-06-29" 28.8 29.4 28.8 29.4 42800 27.79
"2011-06-30" 29.88 29.95 29.5 29.5 78600 27.89
"2011-07-01" 29.52 31.4 29.52 31.29 115600 29.58
"2011-07-04" 31.02 31.29 30.32 30.68 28500 29
"2011-07-05" 30.5 30.5 30.01 30.4 52200 28.74
"2011-07-06" 30.37 30.37 29.36 29.5 236100 27.89
"2011-07-07" 29.45 29.98 29.45 29.9 13000 28.26
"2011-07-08" 29.55 29.9 29.5 29.52 55200 27.91
"2011-07-11" 29.7 29.73 29.05 29.69 176200 28.07
"2011-07-12" 29.48 30.51 29 30.51 55700 28.84
"2011-07-13" 30.51 31.5 30.5 30.9 422400 29.21
"2011-07-14" 30.32 31 29.7 29.7 15000 28.08
"2011-07-15" 29.7 30.69 29.52 29.7 97500 28.08
"2011-07-18" 29.57 30 28.26 30 124900 28.36
"2011-07-19" 28.71 29.51 28.71 28.9 18900 27.32
"2011-07-20" 28.8 29.82 28.8 28.91 98000 27.33
"2011-07-21" 28.87 29.49 28.49 28.89 21000 27.31
"2011-07-22" 29 29.65 28.9 29.23 18800 27.63
"2011-07-25" 29.4 29.4 28.91 29 581500 27.41
"2011-07-26" 28.41 28.98 28.2 28.2 103700 26.66
"2011-07-27" 28.2 28.2 27.1 27.1 113300 25.62
"2011-07-28" 27 27.71 26.9 27.1 179600 25.62
"2011-07-29" 27 27.2 26.93 27.2 134900 25.71
"2011-08-01" 27.2 29.2 27.2 27.9 17000 26.37
"2011-08-02" 28.2 28.5 27 28 65400 26.47
"2011-08-03" 27.6 28.45 27.27 27.4 92300 25.9
"2011-08-04" 27.99 27.99 25.09 25.09 107400 23.72
"2011-08-05" 25 25.2 24.25 25 253000 23.63
"2011-08-08" 24 24.85 23.99 23.99 562200 22.68
"2011-08-09" 22.23 23.2 18.53 23 662100 21.74
"2011-08-10" 23 23.7 21 21 98600 19.85
"2011-08-11" 21 22 19.12 21.5 254500 20.32
"2011-08-12" 22 23.35 21.6 23.1 90900 21.84
"2011-08-16" 24.5 24.5 23.25 23.8 698500 22.5
"2011-08-17" 24.47 24.47 23.75 23.8 781200 22.5
"2011-08-18" 23.9 23.9 22.01 22.61 208500 21.37
"2011-08-19" 21 24.3 20.05 22.81 33500 21.56
"2011-08-22" 22.8 24 21.91 23.55 170400 22.26
"2011-08-23" 23.55 23.6 23 23 22000 21.74
"2011-08-24" 22.94 23.4 21.57 23.4 317800 22.12
"2011-08-25" 23 23 22.56 22.92 10000 21.67
"2011-08-26" 22.6 23.1 22.6 23 21300 21.74
"2011-08-29" 23.2 23.55 22.25 23.3 137000 22.03
"2011-08-30" 24.5 24.5 23.4 23.76 36800 22.46
"2011-08-31" 24 24.97 23 24.97 209900 23.6
"2011-09-01" 24.99 25 24 24.7 166900 23.35
"2011-09-02" 24.5 24.5 23.61 23.75 155600 22.45
"2011-09-05" 23.95 23.95 22.8 23 388800 21.74
"2011-09-06" 23.2 23.3 22.89 23 205400 21.74
"2011-09-07" 23.4 24.5 23.02 23.15 7700 21.88
"2011-09-08" 23.5 23.5 23.06 23.38 14900 22.1
"2011-09-09" 23.02 24.4 23.01 23.61 43100 22.32
"2011-09-12" 22.6 23.15 22.53 23.15 38700 21.88
"2011-09-13" 22.66 23.55 22.66 23 46200 21.74
"2011-09-14" 23.43 23.5 22.7 23.06 51000 21.8
"2011-09-15" 23.49 23.5 22.11 23.5 250500 22.21
"2011-09-16" 23.79 24.3 23.54 24.1 50000 22.78
"2011-09-19" 24.5 24.5 23.05 23.69 31100 22.39
"2011-09-20" 24.49 24.97 23.85 23.85 181000 22.55
"2011-09-21" 24.57 24.8 24.25 24.75 100600 23.4
"2011-09-22" 24.41 24.41 23.81 23.85 4100 22.55
"2011-09-23" 23.68 23.68 22.02 23 19200 21.74
"2011-09-26" 22.01 23.1 22.01 22.86 83800 21.61
"2011-09-27" 23.5 23.52 23.46 23.51 70200 22.22
"2011-09-28" 23.5 24.25 23.5 23.93 12100 22.62
"2011-09-29" 24 24.05 23.24 23.9 138100 22.59
"2011-09-30" 23.6 24 23.41 23.7 120200 22.4
"2011-10-03" 23.6 24.1 23.6 23.85 33900 22.55
"2011-10-04" 23.8 23.9 23.22 23.5 160500 22.21
"2011-10-05" 23.6 23.75 23.35 23.35 6500 22.07
"2011-10-06" 23.4 24.1 23.4 23.71 45900 22.41
"2011-10-07" 24.15 24.48 23.5 23.61 48800 22.32
"2011-10-10" 23.38 24.49 23.38 24.49 11500 23.15
"2011-10-11" 24.5 24.6 23.69 23.69 11000 22.39
"2011-10-12" 23.85 24.39 23.69 24.39 9900 23.06
"2011-10-13" 24.47 25 24.35 24.4 14800 23.07
"2011-10-14" 24.73 25.7 24.73 25.2 16000 23.82
"2011-10-17" 25.11 25.25 24.79 25 21100 23.63
"2011-10-18" 24.19 24.78 24.19 24.3 3200 22.97
"2011-10-19" 25 25 24.5 24.9 14300 23.54
"2011-10-20" 24.93 24.93 24.12 24.25 138700 22.92
"2011-10-21" 24.12 24.99 24.12 24.98 232600 23.61
"2011-10-24" 24.98 26.44 24.75 26.44 90400 24.99
"2011-10-25" 26.4 26.52 26.01 26.4 192700 24.96
"2011-10-26" 26.4 26.4 25.44 25.56 12600 24.16
"2011-10-27" 25.75 27.48 25.74 27.15 129100 25.66
"2011-10-28" 27 27.46 26.55 26.85 86300 25.38
"2011-10-31" 26.85 26.86 25.5 25.5 27300 24.11
"2011-11-02" 24.05 25.74 24.05 25.15 69200 23.77
"2011-11-03" 25.06 25.99 24.6 25.88 54800 24.46
"2011-11-04" 26.17 27 24.84 26.4 36900 24.96
"2011-11-07" 26.4 26.89 26.27 26.4 193600 24.96
"2011-11-08" 26.5 26.59 26.27 26.59 7300 25.14
"2011-11-09" 26.85 26.85 26.21 26.3 59300 24.86
"2011-11-10" 25.7 26.8 25.25 26.1 37800 24.67
"2011-11-14" 26.33 26.67 26.2 26.3 105800 24.86
"2011-11-15" 26.6 26.6 26.06 26.06 24900 24.63
"2011-11-16" 26.22 26.4 25.31 26.3 36800 24.86
"2011-11-17" 26.29 26.29 24.8 24.9 32700 23.54
"2011-11-18" 24.28 25.3 24.28 24.61 25200 23.26
"2011-11-21" 24.55 24.58 23.15 23.15 171700 21.88
"2011-11-22" 23.85 23.95 22.5 22.81 20600 21.56
"2011-11-23" 22.22 22.81 21.4 22.4 268400 21.17
"2011-11-24" 22.22 22.22 21.49 21.49 314000 20.31
"2011-11-25" 21.5 21.97 21.4 21.65 37500 20.47
"2011-11-28" 21.75 22.39 21.75 22.37 10600 21.15
"2011-11-29" 22.5 23.79 22 23 7100 21.74
"2011-11-30" 22.98 23.6 22.17 23.6 82000 22.31
"2011-12-01" 23.14 23.94 22.91 23.79 21100 22.49
"2011-12-02" 23.79 24.79 23.79 24.5 45500 23.16
"2011-12-05" 24.11 25 24.11 25 112100 23.63
"2011-12-06" 25.15 25.15 24.47 24.7 509300 23.35
"2011-12-07" 24.95 25.25 23.83 25.25 7500 23.87
"2011-12-09" 24.85 25.23 24.7 25.2 179900 23.82
"2011-12-12" 25 25.6 25 25.3 39000 23.92
"2011-12-13" 25.4 26.32 25.4 26 466500 24.58
"2011-12-14" 26 26.2 25.5 25.55 183200 24.15
"2011-12-15" 25.7 25.85 25.01 25.1 173200 23.73
"2011-12-16" 24.75 25.9 24.75 25 175800 23.63
"2011-12-19" 25 26.2 25 25.3 143300 23.92
"2011-12-20" 26.25 26.7 25.55 26.2 538900 24.77
"2011-12-21" 26.5 28.9 26.2 28.6 859900 27.04
"2011-12-22" 28.6 29.7 28.13 29 289000 27.41
"2011-12-23" 28.8 29.6 28.58 29 292100 27.41
"2011-12-26" 29 29 29 29 0 27.41
"2011-12-27" 29.09 29.09 28.6 28.6 55700 27.04
"2011-12-28" 29 29.59 28.85 29.35 240000 27.74
"2011-12-29" 29.14 29.3 28.64 28.7 115200 27.13
"2011-12-30" 28.3 29.2 28.3 28.54 100900 26.98
"2012-01-02" 29 29.45 28.75 29.45 27400 27.84
"2012-01-03" 29.4 29.4 28.75 28.9 146100 27.32
"2012-01-04" 28.55 29 28.55 29 264700 27.41
"2012-01-05" 29 29 28.59 28.72 103000 27.15
"2012-01-06" 28.72 28.72 28.72 28.72 0 27.15
"2012-01-09" 28.2 29.49 27.71 29.49 198100 27.88
"2012-01-10" 29.49 29.5 28.7 29.36 166800 27.75
"2012-01-11" 29.5 29.5 29 29.3 71000 27.7
"2012-01-12" 29 29.43 28.8 29.25 13900 27.65
"2012-01-13" 28.8 29.5 28.55 29.09 28400 27.5
"2012-01-16" 28.65 29 28.65 29 9500 27.41
"2012-01-17" 29.25 30.3 29 29.5 300200 27.89
"2012-01-18" 29.47 29.79 29.4 29.55 254500 27.93
"2012-01-19" 29.87 29.87 29.2 29.4 209200 27.79
"2012-01-20" 29 29.44 28.74 29 74700 27.41
"2012-01-23" 28.21 29.47 28.21 28.71 19500 27.14
"2012-01-24" 28.71 28.75 28.1 28.3 527400 26.75
"2012-01-25" 28.36 29.7 28.36 29.58 855400 27.96
"2012-01-26" 29.5 29.99 29.05 29.89 30900 28.25
"2012-01-27" 30 30 29.41 29.8 251500 28.17
"2012-01-30" 29.69 29.8 29.34 29.61 47900 27.99
"2012-01-31" 30.09 30.09 29.6 29.99 146400 28.35
"2012-02-01" 29.84 30.05 29.3 29.98 62600 28.34
"2012-02-02" 29.62 30 29.62 29.9 173100 28.26
"2012-02-03" 30 30 29.6 29.6 218400 27.98
"2012-02-06" 29.33 29.79 29.25 29.25 90700 27.65
"2012-02-07" 29.25 29.46 28.51 28.52 44400 26.96
"2012-02-08" 28.99 29.99 28.7 29.99 22200 28.35
"2012-02-09" 29.51 30 29.06 30 33500 28.36
"2012-02-10" 29.7 30 29.5 29.8 38800 28.17
"2012-02-13" 29.8 31.2 29.8 30.99 170600 29.29
"2012-02-14" 31 31.2 30.6 30.61 82700 28.94
"2012-02-15" 31.6 31.9 31.14 31.79 313900 30.05
"2012-02-16" 31.8 31.8 30.9 30.99 137300 29.29
"2012-02-17" 31.34 31.48 30.8 31.3 52500 29.59
"2012-02-20" 31.48 31.48 30.9 30.99 113000 29.29
"2012-02-21" 31.15 31.15 30.52 31 203000 29.3
"2012-02-22" 31 31.22 30.55 30.97 14700 29.28
"2012-02-23" 30.91 30.94 30.16 30.16 71900 28.51
"2012-02-24" 30.46 31.48 30.44 31.4 51700 29.68
"2012-02-27" 31.4 31.9 30.55 31.5 208000 29.78
"2012-02-28" 31.8 32.6 31.5 32.38 295100 30.61
"2012-02-29" 32.38 32.38 31.84 31.99 181900 30.24
"2012-03-01" 31.52 32.59 31.52 32.59 265100 30.81
"2012-03-02" 32.31 34.5 32.31 34.4 452700 32.52
"2012-03-05" 34.4 34.5 33.5 34.16 120000 32.29
"2012-03-06" 34 34.16 33.55 33.6 118700 31.76
"2012-03-07" 33.5 34.7 33.45 34.6 190000 32.71
"2012-03-08" 34.6 35 34.08 34.59 249100 32.7
"2012-03-09" 34.3 34.98 33.9 34.98 253000 33.07
"2012-03-12" 34.52 35.5 34.5 34.79 122700 32.89
"2012-03-13" 34.56 35.85 32.51 35 127500 33.09
"2012-03-14" 35 35.95 35 35.7 116700 33.75
"2012-03-15" 35.95 36 35.7 35.8 674200 33.84
"2012-03-16" 35.8 36.1 35.4 35.49 544000 33.55
"2012-03-19" 34.22 35.3 34.22 34.6 142500 32.71
"2012-03-20" 34.5 35.9 34.2 35.5 30600 33.56
"2012-03-21" 35.69 35.8 34.66 35.55 176400 33.61
"2012-03-22" 35.55 35.55 34.7 35.3 142000 33.37
"2012-03-23" 35.55 36.9 34.71 36.9 156700 34.88
"2012-03-26" 36.7 36.8 36.26 36.7 166800 34.69
"2012-03-27" 37.2 37.2 36.51 36.9 141100 34.88
"2012-03-28" 37 37 35.11 35.6 148300 33.65
"2012-03-29" 35.6 35.89 35.05 35.05 48800 33.13
"2012-03-30" 35.05 35.45 35 35 57600 33.09
"2012-04-02" 35.2 35.2 34.01 35.19 144200 33.26
"2012-04-03" 35.14 35.86 35 35.5 224000 33.56
"2012-04-04" 35.77 35.84 35.25 35.8 307500 33.84
"2012-04-05" 35.96 36.5 35.07 35.27 27200 33.34
"2012-04-06" 35.27 35.27 35.27 35.27 0 33.34
"2012-04-09" 35.27 35.27 35.27 35.27 0 33.34
"2012-04-10" 35.27 36 34.33 35.96 245700 33.99
"2012-04-11" 35.05 36.1 35.05 35.81 35500 33.85
"2012-04-12" 35.99 38 35.13 38 287900 35.92
"2012-04-13" 38 38 36.61 37.45 88600 35.4
"2012-04-16" 37 39.87 36.99 38.09 296300 36.01
"2012-04-17" 38.25 39.4 37.35 39 241100 36.87
"2012-04-18" 39 39.5 38.6 39.5 311800 37.34
"2012-04-19" 39.49 41.99 39.01 40.73 811500 38.5
"2012-04-20" 40.15 40.15 39.46 39.85 54100 37.67
"2012-04-23" 38.53 40 38.1 39 114600 36.87
"2012-04-24" 38.75 39.29 38.75 39.2 120600 37.06
"2012-04-25" 39.69 39.69 38.53 39.06 108700 36.92
"2012-04-26" 39.74 39.78 38.75 39.4 15400 37.24
"2012-04-27" 39.87 39.87 38.51 38.51 12100 36.4
"2012-04-30" 39 39.13 36.51 38.5 130700 36.39
"2012-05-01" 38.51 38.51 38.51 38.51 0 36.4
"2012-05-02" 39 40.99 37.53 38.84 279300 36.72
"2012-05-03" 38.84 38.84 38.84 38.84 0 36.72
"2012-05-04" 40.49 40.49 38.56 39.68 153500 37.51
"2012-05-07" 39.49 39.49 38.98 38.98 60100 36.85
"2012-05-08" 39.5 39.9 38.31 38.99 142300 36.86
"2012-05-09" 38.71 38.94 38.5 38.55 126900 36.44
"2012-05-10" 39.8 39.8 38.5 39.5 504200 37.34
"2012-05-11" 39.1 39.9 38.26 39.38 125800 37.23
"2012-05-14" 39.5 40.36 39.25 39.5 197700 37.34
"2012-05-15" 39.5 39.9 39.12 39.75 513400 37.58
"2012-05-16" 40.19 40.36 39.71 39.75 282500 37.58
"2012-05-17" 39.77 40 38.22 38.62 142300 36.51
"2012-05-18" 38.9 39.6 38.62 39.23 152000 37.08
"2012-05-21" 39.6 39.76 39.25 39.6 130900 37.43
"2012-05-22" 39.68 39.7 39.05 39.05 84200 36.91
"2012-05-23" 38.9 39 37.7 38.22 278400 36.13
"2012-05-24" 38.35 39.39 38.31 38.7 498700 36.58
"2012-05-25" 39 39 38.1 38.3 161700 36.2
"2012-05-28" 39 39.2 38.5 38.96 131200 36.83
"2012-05-29" 39.2 39.2 38.49 38.7 71800 36.58
"2012-05-30" 38.62 38.62 37.5 38 255700 35.92
"2012-05-31" 37 39 37 38.5 5639700 36.39
"2012-06-01" 38.48 38.48 37.7 37.96 180300 35.88
"2012-06-04" 38.5 38.59 37.6 38.59 88600 36.48
"2012-06-05" 39.05 39.8 38.58 39.75 119700 37.58
